Status.state,NomeEntidade,NumFistel,NumServico,NumAto,NumEstacao,EnderecoEstacao,EndComplemento,SiglaUf,CodMunicipio,DesignacaoEmissao,Tecnologia,tipoTecnologia,meioAcesso,FreqTxMHz,FreqRxMHz,Azimute,CodTipoClasseEstacao,ClassInfraFisica,CompartilhamentoInfraFisica,CodTipoAntena,CodEquipamentoAntena,GanhoAntena,FrenteCostaAntena,AnguloMeiaPotenciaAntena,AnguloElevacao,Polarizacao,AlturaAntena,CodEquipamentoTransmissor,PotenciaTransmissorWatts,Latitude,Longitude,CodDebitoTFI,DataLicenciamento,DataPrimeiroLicenciamento,NumRede,_id,DataValidade,NumFistelAssociado,NomeEntidadeAssociado
LIC-LIC-01,CLARO S.A.,50409307637,010,16952008,687532132,R CAPITÃO FRANCISCO LIMA,,MG,3144607,5M00D7W,WCDMA,,,2117.5,1927.5,180,FB,Greenfield,sim,760,024731703257,13.86,25,68.89,1,x,50,083071803257,40,-21.2346,-45.2391,G,2021-05-19,2005-10-11,,4d5c01a089052,2023-04-30,,
LIC-LIC-01,TELEFONICA BRASIL S.A.,50409146285,010,679892007,693186356,"RUA MANOEL CORREA VILAS BOAS,255,CENTRO",,MG,3144607,5M00G7W,WCDMA,,,880,869,330.0,FB,Greenfield,sim,760,056001603518,14.50,25.00,68.00,1.00,X,43.0,000081201882,84.500,-21.23771,-45.23826,G,2020-09-11,2011-02-07,,4d5c01a12177e,2023-04-29,,
LIC-LIC-01,TELEFONICA BRASIL S.A.,50409146285,010,679892007,693186356,"RUA MANOEL CORREA VILAS BOAS,255,CENTRO",,MG,3144607,200KG7W,GSM,,,1872.5,1870,120.0,FB,Greenfield,sim,760,056001603518,14.50,25.00,68.00,1.00,X,43.0,006030301882,33.000,-21.23771,-45.23826,G,2020-09-11,2011-02-07,,4d5c01a121780,2023-04-29,,
LIC-LIC-01,TELEFONICA BRASIL S.A.,50409146285,010,679892007,693186356,"RUA MANOEL CORREA VILAS BOAS,255,CENTRO",,MG,3144607,200KG7W,GSM,,,1872.5,1870,330.0,FB,Greenfield,sim,760,056001603518,14.50,25.00,68.00,1.00,X,43.0,006030301882,33.000,-21.23771,-45.23826,G,2020-09-11,2011-02-07,,4d5c01a121781,2023-04-29,,
LIC-LIC-01,TELEFONICA BRASIL S.A.,50409146285,010,679892007,693186356,"RUA MANOEL CORREA VILAS BOAS,255,CENTRO",,MG,3144607,200KG7W,GSM,,,1877.5,1875,120.0,FB,Greenfield,sim,760,056001603518,14.50,25.00,68.00,1.00,X,43.0,006030301882,33.000,-21.23771,-45.23826,G,2020-09-11,2011-02-07,,4d5c01a121782,2023-04-29,,
LIC-LIC-01,TELEFONICA BRASIL S.A.,50409146285,010,679892007,693186356,"RUA MANOEL CORREA VILAS BOAS,255,CENTRO",,MG,3144607,200KG7W,GSM,,,1877.5,1875,330.0,FB,Greenfield,sim,760,056001603518,14.50,25.00,68.00,1.00,X,43.0,006030301882,33.000,-21.23771,-45.23826,G,2020-09-11,2011-02-07,,4d5c01a121783,2023-04-29,,
LIC-LIC-01,TELEFONICA BRASIL S.A.,50409146285,010,679892007,693186356,"RUA MANOEL CORREA VILAS BOAS,255,CENTRO",,MG,3144607,200KG7W,GSM,,,1880,1877.5,60.0,FB,Greenfield,sim,760,056001603518,14.50,25.00,68.00,1.00,X,43.0,006030301882,33.000,-21.23771,-45.23826,G,2020-09-11,2011-02-07,,4d5c01a121784,2023-04-29,,
LIC-LIC-01,TELEFONICA BRASIL S.A.,50409146285,010,679892007,693186356,"RUA MANOEL CORREA VILAS BOAS,255,CENTRO",,MG,3144607,200KG7W,GSM,,,1880,1877.5,120.0,FB,Greenfield,sim,760,056001603518,14.50,25.00,68.00,1.00,X,43.0,006030301882,33.000,-21.23771,-45.23826,G,2020-09-11,2011-02-07,,4d5c01a121785,2023-04-29,,
LIC-LIC-01,TELEFONICA BRASIL S.A.,50409146285,010,679892007,693186356,"RUA MANOEL CORREA VILAS BOAS,255,CENTRO",,MG,3144607,200KG7W,GSM,,,1880,1877.5,330.0,FB,Greenfield,sim,760,056001603518,14.50,25.00,68.00,1.00,X,43.0,006030301882,33.000,-21.23771,-45.23826,G,2020-09-11,2011-02-07,,4d5c01a121786,2023-04-29,,
LIC-LIC-01,TELEFONICA BRASIL S.A.,50409146285,010,679892007,693186356,"RUA MANOEL CORREA VILAS BOAS,255,CENTRO",,MG,3144607,200KG7W,GSM,,,1875,1872.5,60.0,FB,Greenfield,sim,760,056001603518,14.50,25.00,68.00,1.00,X,43.0,006030301882,33.000,-21.23771,-45.23826,G,2020-09-11,2011-02-07,,4d5c01a121788,2023-04-29,,
LIC-LIC-01,TELEFONICA BRASIL S.A.,50409146285,010,679892007,693186356,"RUA MANOEL CORREA VILAS BOAS,255,CENTRO",,MG,3144607,200KG7W,GSM,,,1875,1872.5,120.0,FB,Greenfield,sim,760,056001603518,14.50,25.00,68.00,1.00,X,43.0,006030301882,33.000,-21.23771,-45.23826,G,2020-09-11,2011-02-07,,4d5c01a121789,2023-04-29,,
LIC-LIC-01,TELEFONICA BRASIL S.A.,50409146285,010,679892007,693186356,"RUA MANOEL CORREA VILAS BOAS,255,CENTRO",,MG,3144607,5M00G7W,WCDMA,,,880,869,60.0,FB,Greenfield,sim,760,056001603518,14.50,25.00,68.00,1.00,X,43.0,000081201882,84.500,-21.23771,-45.23826,G,2020-09-11,2011-02-07,,4d5c01a12178a,2023-04-29,,
LIC-LIC-01,TELEFONICA BRASIL S.A.,50409146285,010,679892007,693186356,"RUA MANOEL CORREA VILAS BOAS,255,CENTRO",,MG,3144607,5M00G7W,WCDMA,,,880,869,120.0,FB,Greenfield,sim,760,056001603518,14.50,25.00,68.00,1.00,X,43.0,000081201882,84.500,-21.23771,-45.23826,G,2020-09-11,2011-02-07,,4d5c01a12178b,2023-04-29,,
LIC-LIC-01,TELEFONICA BRASIL S.A.,50409146285,010,679892007,693186356,"RUA MANOEL CORREA VILAS BOAS,255,CENTRO",,MG,3144607,200KG7W,GSM,,,1872.5,1870,60.0,FB,Greenfield,sim,760,056001603518,14.50,25.00,68.00,1.00,X,43.0,006030301882,33.000,-21.23771,-45.23826,G,2020-09-11,2011-02-07,,4d5c01a12178d,2023-04-29,,
LIC-LIC-01,TELEFONICA BRASIL S.A.,50409146285,010,679892007,693186356,"RUA MANOEL CORREA VILAS BOAS,255,CENTRO",,MG,3144607,200KG7W,GSM,,,1875,1872.5,330.0,FB,Greenfield,sim,760,056001603518,14.50,25.00,68.00,1.00,X,43.0,006030301882,33.000,-21.23771,-45.23826,G,2020-09-11,2011-02-07,,4d5c01a12178e,2023-04-29,,
LIC-LIC-01,TELEFONICA BRASIL S.A.,50409146285,010,679892007,693186356,"RUA MANOEL CORREA VILAS BOAS,255,CENTRO",,MG,3144607,200KG7W,GSM,,,1877.5,1875,60.0,FB,Greenfield,sim,760,056001603518,14.50,25.00,68.00,1.00,X,43.0,006030301882,33.000,-21.23771,-45.23826,G,2020-09-11,2011-02-07,,4d5c01a12178f,2023-04-29,,
LIC-LIC-01,TELEFONICA BRASIL S.A.,50409146285,010,679892007,1000217490,RUA FAZENDA DO PORTO,,MG,3144607,5M00G9W,WCDMA,,,874.5,829.5,45,FB,,NA,760,056001603518,14.5,25,68,4,X,50,008940701882,40,-21.06806,-45.32972,G,2014-06-13,2014-06-13,,4d5c01a174cb8,2023-04-29,,
LIC-LIC-01,TELEFONICA BRASIL S.A.,50409146285,010,679892007,1000217490,RUA FAZENDA DO PORTO,,MG,3144607,5M00G9W,WCDMA,,,874.5,829.5,135,FB,,NA,760,056001603518,14.5,25,68,3,X,50,008940701882,40,-21.06806,-45.32972,G,2014-06-13,2014-06-13,,4d5c01a174cb9,2023-04-29,,
LIC-LIC-01,TELEFONICA BRASIL S.A.,50409146285,010,679892007,1000217490,RUA FAZENDA DO PORTO,,MG,3144607,5M00G9W,WCDMA,,,874.5,829.5,260,FB,,NA,760,056001603518,14.5,25,68,3,X,50,008940701882,40,-21.06806,-45.32972,G,2014-06-13,2014-06-13,,4d5c01a174cbb,2023-04-29,,
LIC-LIC-01,TELEFONICA BRASIL S.A.,50409146285,010,679892007,1000306345,SÍTIO DO CAFÉ,,MG,3144607,5M00G9W,WCDMA,,,874.5,829.5,190,FB,,NA,760,000650501705,17,25,63,6,X,60,008940701882,40,-21.205,-45.31194,G,2023-03-23,2021-06-10,,4d5c01a175d61,2023-04-30,,
LIC-LIC-01,TELEFONICA BRASIL S.A.,50409146285,010,679892007,1000306345,SÍTIO DO CAFÉ,,MG,3144607,5M00G9W,WCDMA,,,874.5,829.5,310,FB,,NA,760,000650501705,17,25,63,6,X,60,008940701882,40,-21.205,-45.31194,G,2023-03-23,2021-06-10,,4d5c01a175d62,2023-04-30,,
LIC-LIC-01,TELEFONICA BRASIL S.A.,50409146285,010,679892007,1000306345,SÍTIO DO CAFÉ,,MG,3144607,5M00G9W,WCDMA,,,874.5,829.5,70,FB,,NA,760,000650501705,17,25,63,6,X,60,008940701882,40,-21.205,-45.31194,G,2023-03-23,2021-06-10,,4d5c01a175d66,2023-04-30,,
LIC-LIC-01,TELEFONICA BRASIL S.A.,50409146285,010,679892007,1001344569,FAZENDA CURRAL DAS PEDRAS,,MG,3144607,5M00G9W,WCDMA,,,874.5,829.5,10,FB,,NA,760,056001603518,16.1,25,74,5,X,50,008940701882,40,-21.09083,-45.31139,G,2015-03-17,2015-03-17,,4d5c01a18075d,2023-04-29,,
LIC-LIC-01,TELEFONICA BRASIL S.A.,50409146285,010,679892007,1001344569,FAZENDA CURRAL DAS PEDRAS,,MG,3144607,5M00G9W,WCDMA,,,874.5,829.5,130,FB,,NA,760,056001603518,16.1,25,74,5,X,50,008940701882,40,-21.09083,-45.31139,G,2015-03-17,2015-03-17,,4d5c01a18075e,2023-04-29,,
LIC-LIC-01,TELEFONICA BRASIL S.A.,50409146285,010,679892007,1001344569,FAZENDA CURRAL DAS PEDRAS,,MG,3144607,5M00G9W,WCDMA,,,874.5,829.5,250,FB,,NA,760,056001603518,16.1,25,74,5,X,50,008940701882,40,-21.09083,-45.31139,G,2015-03-17,2015-03-17,,4d5c01a18075f,2023-04-29,,
LIC-LIC-01,TELEFONICA BRASIL S.A.,50409146285,010,679892007,687462401,RUA CAPITÃO VICENTE RIBEIRO,,MG,3144607,5M00G9W,WCDMA,,,874.5,829.5,10,FB,Greenfield,não,760,056001603518,15.4,25,75,4,X,60,000081201882,84.5,-21.20861,-45.19722,G,2022-12-22,2021-06-15,,597a5bff5b14e,2023-04-20,,
LIC-LIC-01,TELEFONICA BRASIL S.A.,50409146285,010,679892007,687462401,RUA CAPITÃO VICENTE RIBEIRO,,MG,3144607,5M00G9W,WCDMA,,,874.5,829.5,250,FB,Greenfield,não,760,056001603518,15.4,25,75,4,X,55,000081201882,84.5,-21.20861,-45.19722,G,2022-12-22,2021-06-15,,597a5c0c9cf1c,2023-04-20,,
LIC-LIC-01,TELEFONICA BRASIL S.A.,50409146285,010,679892007,687462401,RUA CAPITÃO VICENTE RIBEIRO,,MG,3144607,5M00G9W,WCDMA,,,874.5,829.5,110,FB,Greenfield,não,760,056001603518,15.4,25,75,4,X,55,000081201882,84.5,-21.20861,-45.19722,G,2022-12-22,2021-06-15,,597a5c197c180,2023-04-20,,
LIC-LIC-01,TELEFONICA BRASIL S.A.,50409146285,010,59072012,687462401,RUA CAPITÃO VICENTE RIBEIRO,,MG,3144607,20M0G7W,LTE,,,2680,2560,10,FB,Greenfield,não,760,056001603518,15.4,25,75,4,X,60,045621602519,40,-21.20861,-45.19722,G,2022-12-22,2021-06-15,,597a5c25a77f7,2023-04-20,,
LIC-LIC-01,TELEFONICA BRASIL S.A.,50409146285,010,59072012,687462401,RUA CAPITÃO VICENTE RIBEIRO,,MG,3144607,20M0G7W,LTE,,,2680,2560,110,FB,Greenfield,não,760,056001603518,15.4,25,75,4,X,55,045621602519,40,-21.20861,-45.19722,G,2022-12-22,2021-06-15,,597a5c2bdd3d8,2023-04-20,,
LIC-LIC-01,TELEFONICA BRASIL S.A.,50409146285,010,59072012,687462401,RUA CAPITÃO VICENTE RIBEIRO,,MG,3144607,20M0G7W,LTE,,,2680,2560,250,FB,Greenfield,não,760,056001603518,15.4,25,75,4,X,55,045621602519,40,-21.20861,-45.19722,G,2022-12-22,2021-06-15,,597a5c3239e5d,2023-04-20,,
LIC-LIC-01,TELEFONICA BRASIL S.A.,50409146285,010,679892007,693186356,"RUA MANOEL CORREA VILAS BOAS,255,CENTRO",,MG,3144607,5M00G7W,WCDMA,,,880,869,330.0,FB,Greenfield,sim,760,056001603518,14.50,25.00,68.00,1.00,X,43.0,000081201882,84.500,-21.23771,-45.23826,G,2020-09-11,2011-02-07,,59c005465bbd6,2023-04-29,,
LIC-LIC-01,TELEFONICA BRASIL S.A.,50409146285,010,679892007,693186356,"RUA MANOEL CORREA VILAS BOAS,255,CENTRO",,MG,3144607,5M00G7W,WCDMA,,,880,869,60.0,FB,Greenfield,sim,760,056001603518,14.50,25.00,68.00,1.00,X,43.0,000081201882,84.500,-21.23771,-45.23826,G,2020-09-11,2011-02-07,,59c0054677b5c,2023-04-29,,
LIC-LIC-01,TELEFONICA BRASIL S.A.,50409146285,010,679892007,693186356,"RUA MANOEL CORREA VILAS BOAS,255,CENTRO",,MG,3144607,5M00G7W,WCDMA,,,880,869,120.0,FB,Greenfield,sim,760,056001603518,14.50,25.00,68.00,1.00,X,43.0,000081201882,84.500,-21.23771,-45.23826,G,2020-09-11,2011-02-07,,59c0054678110,2023-04-29,,
LIC-LIC-01,TELEFONICA BRASIL S.A.,50409146285,010,59072012,693186356,"RUA MANOEL CORREA VILAS BOAS,255,CENTRO",,MG,3144607,20M0G7W,LTE,,,2690,2670,330.0,FB,Greenfield,sim,760,056001603518,14.50,25.00,68.00,1.00,X,43.0,045621602519,40.000,-21.23771,-45.23826,G,2020-09-11,2011-02-07,,59c0054678668,2027-10-18,,
LIC-LIC-01,TELEFONICA BRASIL S.A.,50409146285,010,59072012,693186356,"RUA MANOEL CORREA VILAS BOAS,255,CENTRO",,MG,3144607,20M0G7W,LTE,,,2690,2670,60.0,FB,Greenfield,sim,760,056001603518,14.50,25.00,68.00,1.00,X,43.0,045621602519,40.000,-21.23771,-45.23826,G,2020-09-11,2011-02-07,,59c0054678b68,2027-10-18,,
LIC-LIC-01,TELEFONICA BRASIL S.A.,50409146285,010,59072012,693186356,"RUA MANOEL CORREA VILAS BOAS,255,CENTRO",,MG,3144607,20M0G7W,LTE,,,2690,2670,120.0,FB,Greenfield,sim,760,056001603518,14.50,25.00,68.00,1.00,X,43.0,045621602519,40.000,-21.23771,-45.23826,G,2020-09-11,2011-02-07,,59c0054679086,2027-10-18,,
LIC-LIC-01,TELEFONICA BRASIL S.A.,50409146285,010,97432014,687462401,RUA CAPITÃO VICENTE RIBEIRO,,MG,3144607,10M0G7W,LTE,,,788,733,10,FB,Greenfield,não,760,056001603518,15.4,25,75,4,X,60,029361602519,40,-21.20861,-45.19722,G,2022-12-22,2021-06-15,,5c2cfdad31772,2023-04-20,,
LIC-LIC-01,TELEFONICA BRASIL S.A.,50409146285,010,97432014,687462401,RUA CAPITÃO VICENTE RIBEIRO,,MG,3144607,10M0G7W,LTE,,,788,733,110,FB,Greenfield,não,760,056001603518,15.4,25,75,4,X,55,029361602519,40,-21.20861,-45.19722,G,2022-12-22,2021-06-15,,5c2cfdad32684,2023-04-20,,
LIC-LIC-01,TELEFONICA BRASIL S.A.,50409146285,010,97432014,687462401,RUA CAPITÃO VICENTE RIBEIRO,,MG,3144607,10M0G7W,LTE,,,788,733,250,FB,Greenfield,não,760,056001603518,15.4,25,75,4,X,55,029361602519,40,-21.20861,-45.19722,G,2022-12-22,2021-06-15,,5c2cfdad32be2,2023-04-20,,
LIC-LIC-01,TELEFONICA BRASIL S.A.,50409146285,010,16972008,687462401,RUA CAPITÃO VICENTE RIBEIRO,,MG,3144607,5M00G9W,WCDMA,,,2160,1970,10,FB,Greenfield,não,760,056001603518,15.4,25,75,4,X,60,039201301882,88.1,-21.20861,-45.19722,G,2022-12-22,2021-06-15,,5c2cfdad3533d,2023-04-20,,
LIC-LIC-01,TELEFONICA BRASIL S.A.,50409146285,010,16972008,687462401,RUA CAPITÃO VICENTE RIBEIRO,,MG,3144607,5M00G9W,WCDMA,,,2160,1970,110,FB,Greenfield,não,760,056001603518,15.4,25,75,4,X,55,039201301882,88.1,-21.20861,-45.19722,G,2022-12-22,2021-06-15,,5c2cfdad3592c,2023-04-20,,
